WlYyy,cctrW,iPqaD,iPqaD href,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,ySnDE,WlYyy 4,WlYyy 5,cctrW 2,ccVGl,WlYyy 6,ccVGl 2,WlYyy 7,dXxty
142,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Jenny's Shanghai Tours,https://www.tripadvisor.com/AttractionProductReview-g308272-d11471256-Private_Full_Day_Tour_Incredible_Shanghai_Highlights-Shanghai.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g308272-d11471256-Private_Full_Day_Tour_Incredible_Shanghai_Highlights-Shanghai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/98/1b/54/caption.jpg?w=500&h=400&s=1,Private Full-Day Tour: Incredible Shanghai Highlights,10.,https://www.tripadvisor.com/Attraction_Review-g308272-d7812486-Reviews-Jenny_s_Shanghai_Tours-Shanghai.html,Public Transportation Tours,6+ hours,"If you have very limited time in Shanghai, and want to go home with a great understanding of Shanghai, its people, history…",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$99.00,per adult,More info,
93,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Sunny Tours Shanghai,https://www.tripadvisor.com/AttractionProductReview-g308272-d11481359-Suzhou_Private_Day_Trip_from_Shanghai_with_Bullet_Train_Option-Shanghai.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g308272-d11481359-Suzhou_Private_Day_Trip_from_Shanghai_with_Bullet_Train_Option-Shanghai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5e/31/ee/caption.jpg?w=500&h=400&s=1,Suzhou Private Day Trip from Shanghai with Bullet Train Option,11.,https://www.tripadvisor.com/Attraction_Review-g308272-d2562015-Reviews-Sunny_Tours_Shanghai-Shanghai.html,Bus Tours,8–9 hours,"The winding canals, historical buildings, and classic gardens of Suzhou earned the city its nickname as the ""Venice of the…",Free cancellation,98% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$180.00,per adult,More info,
37,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Shanghai Driver Guide,https://www.tripadvisor.com/AttractionProductReview-g308272-d11483554-Private_Evening_Tour_VIP_Huangpu_River_Cruise_and_Shanghai_Lights-Shanghai.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g308272-d11483554-Private_Evening_Tour_VIP_Huangpu_River_Cruise_and_Shanghai_Lights-Shanghai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/60/f3/d4/caption.jpg?w=500&h=400&s=1,Private Evening Tour: VIP Huangpu River Cruise and Shanghai Lights,12.,https://www.tripadvisor.com/Attraction_Review-g308272-d4478949-Reviews-Shanghai_Driver_Guide-Shanghai.html,Bus Tours,3–4 hours,"In this private evening tour, you will have the chance to enjoy the amazing night lights of Shanghai City.  Besides visiting…",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$128.00,per adult,More info,
39,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Gray Line- Day Tour,https://www.tripadvisor.com/AttractionProductReview-g308272-d12990490-Suzhou_and_Zhouzhuang_Water_Village_Full_Day_Coach_Tour_from_Shanghai-Shanghai.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g308272-d12990490-Suzhou_and_Zhouzhuang_Water_Village_Full_Day_Coach_Tour_from_Shanghai-Shanghai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/ac/fc/caption.jpg?w=500&h=400&s=1,Suzhou and Zhouzhuang Water Village Full Day Coach Tour from Shanghai,13.,https://www.tripadvisor.com/Attraction_Review-g308272-d2167856-Reviews-Gray_Line_Day_Tour-Shanghai.html,Bus Tours,6+ hours,"Discover two picturesque Chinese towns, Suzhou and Zhouzhuang, each with its own unique characteristics. A full-day tour…",Free cancellation,94% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$135.00,per adult,More info,
84,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Amazing Shanghai Trip,https://www.tripadvisor.com/AttractionProductReview-g298559-d12880492-Flexible_Hangzhou_Private_Tour_from_Shanghai_by_Bullet_Train-Hangzhou_Zhejiang.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298559-d12880492-Flexible_Hangzhou_Private_Tour_from_Shanghai_by_Bullet_Train-Hangzhou_Zhejiang.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/6b/23/63/caption.jpg?w=500&h=400&s=1,Flexible Hangzhou Private Tour from Shanghai by Bullet Train,14.,https://www.tripadvisor.com/Attraction_Review-g308272-d10447058-Reviews-Amazing_Shanghai_Trip-Shanghai.html,Day Trips,10–11 hours,Discover the famous Paradise City Hangzhou on a fully customized sightseeing day trip from Shanghai by bullet train. Accompanied…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$276.00,per adult,More info,
244,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Culture Shock Tours,https://www.tripadvisor.com/AttractionProductReview-g308272-d11465480-Half_Day_Bike_Tour_of_Shanghai_Old_Town_with_Food_Tasting-Shanghai.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g308272-d11465480-Half_Day_Bike_Tour_of_Shanghai_Old_Town_with_Food_Tasting-Shanghai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/43/22/caption.jpg?w=500&h=400&s=1,Half-Day Bike Tour of Shanghai Old Town with Food Tasting,15.,https://www.tripadvisor.com/Attraction_Review-g308272-d8262337-Reviews-Culture_Shock_Tours-Shanghai.html,City Tours,4 hours,"On our multi-theme & off-the-beaten-path bicycle experience, your experienced Tour leader will escort you for an interactive…",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$23.00,per adult,More info,
24,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Han Tang Tour Shanghai,https://www.tripadvisor.com/AttractionProductReview-g308272-d11446460-Best_of_Shanghai_Day_Tour_including_Jade_Buddha_Temple_Bund_Yuyuan_Garden-Shanghai.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g308272-d11446460-Best_of_Shanghai_Day_Tour_including_Jade_Buddha_Temple_Bund_Yuyuan_Garden-Shanghai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/65/1a/f2/caption.jpg?w=500&h=400&s=1,"Best of Shanghai Day Tour, including Jade Buddha Temple & Bund & Yuyuan Garden",16.,https://www.tripadvisor.com/Attraction_Review-g308272-d2190711-Reviews-Han_Tang_Tour_Shanghai-Shanghai.html,Bus Tours,6+ hours,"See all the main sites of Shanghai, 'Paris of the Orient'. Your fully guided coach tour includes lunch as well as entry …",Free cancellation,,,from,$79.00,per adult,More info,Taking safety measures
41,Free Cancellation up to 4 days in advance,By Sunny Tours Shanghai,https://www.tripadvisor.com/AttractionProductReview-g308272-d11764271-Hangzhou_Private_Customized_Day_Trip_from_Shanghai_by_Bullet_Train-Shanghai.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g308272-d11764271-Hangzhou_Private_Customized_Day_Trip_from_Shanghai_by_Bullet_Train-Shanghai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/58/12/e2/caption.jpg?w=500&h=400&s=1,Hangzhou Private Customized Day Trip from Shanghai by Bullet Train,17.,https://www.tripadvisor.com/Attraction_Review-g308272-d2562015-Reviews-Sunny_Tours_Shanghai-Shanghai.html,Bus Tours,10–12 hours,Take this full day private excursion to visit the beautiful “Heavenly City” Hangzhou and enjoy the beautiful natural scenery…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$275.00,per adult,More info,
26,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Amazing Shanghai Trip,https://www.tripadvisor.com/AttractionProductReview-g308272-d12651494-Private_Suzhou_Day_Trip_from_Shanghai_by_Bullet_Train_with_All_Inclusive_Option-Sh.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g308272-d12651494-Private_Suzhou_Day_Trip_from_Shanghai_by_Bullet_Train_with_All_Inclusive_Option-Sh.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/b4/8d/caption.jpg?w=500&h=400&s=1,Private Suzhou Day Trip from Shanghai by Bullet Train with All Inclusive Option,18.,https://www.tripadvisor.com/Attraction_Review-g308272-d10447058-Reviews-Amazing_Shanghai_Trip-Shanghai.html,Bus Tours,8–9 hours,Discover the beautiful city Suzhou on a full-day sightseeing tour from Shanghai. Departing at 9:30am at your Shanghai hotel…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$198.00,per adult,More info,
10,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Shanghai Melody,https://www.tripadvisor.com/AttractionProductReview-g308272-d15746713-Suzhou_Private_Customized_Day_Trip_from_Shanghai_by_Bullet_Train-Shanghai.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g308272-d15746713-Suzhou_Private_Customized_Day_Trip_from_Shanghai_by_Bullet_Train-Shanghai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/58/89/ab/caption.jpg?w=500&h=400&s=1,Suzhou Private Customized Day Trip from Shanghai by Bullet Train,19.,https://www.tripadvisor.com/Attraction_Review-g308272-d9874056-Reviews-Shanghai_Melody-Shanghai.html,Rail Tours,6+ hours,"Rather than struggling to plan your own itinerary, make the most of Suzhou on a private full-day tour. It's the perfect …",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$209.40,per adult,More info,
78,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Shanghai Foodie,https://www.tripadvisor.com/AttractionProductReview-g308272-d12720431-Late_Night_Food_Tour_in_the_Shanghai_s_French_Concession-Shanghai.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g308272-d12720431-Late_Night_Food_Tour_in_the_Shanghai_s_French_Concession-Shanghai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/a3/df/dc/caption.jpg?w=500&h=400&s=1,Late Night Food Tour in the Shanghai's French Concession,20.,https://www.tripadvisor.com/Attraction_Review-g308272-d10382938-Reviews-Shanghai_Foodie-Shanghai.html,Parks,3 hours,Start your 3-hour late night food adventure from the Xintiandi area to the backstreets of former French Concession at 8:…,Free cancellation,98% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$93.75,per adult,More info,
7,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Amazing Shanghai Trip,https://www.tripadvisor.com/AttractionProductReview-g308272-d14105563-Wuzhen_and_Xitang_Water_Town_Private_Full_Day_Trip_from_Shanghai_with_Lunch_and_Di.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g308272-d14105563-Wuzhen_and_Xitang_Water_Town_Private_Full_Day_Trip_from_Shanghai_with_Lunch_and_Di.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/57/68/55/caption.jpg?w=500&h=400&s=1,Wuzhen and Xitang Water Town Private Full Day Trip from Shanghai with Lunch and Dinner,21.,https://www.tripadvisor.com/Attraction_Review-g308272-d10447058-Reviews-Amazing_Shanghai_Trip-Shanghai.html,Day Trips,11–12 hours,"Discover beautiful Wuzhen and Xitang water town on a private full day trip from Shanghai. Travel to 1,300-year-old Wuzhen…",Free cancellation,,,from,$284.00,per adult,More info,Taking safety measures
14,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By China Vacation,https://www.tripadvisor.com/AttractionProductReview-g308272-d11990270-Group_Day_Tour_in_Suzhou_and_Zhouzhuang_from_Shanghai-Shanghai.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g308272-d11990270-Group_Day_Tour_in_Suzhou_and_Zhouzhuang_from_Shanghai-Shanghai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/5c/4e/caption.jpg?w=500&h=400&s=1,Group Day Tour in Suzhou and Zhouzhuang from Shanghai,22.,https://www.tripadvisor.com/Attraction_Review-g308272-d8404152-Reviews-China_Vacation-Shanghai.html,Full-day Tours,9–10 hours,Suzhou and Zhouzhuang are entitled as the “ Garden City” or “Oriental Venice”. Come and see the beauty of Suzhou and Zhouzhuang…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$144.00,per adult,More info,
63,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Shanghai Melody,https://www.tripadvisor.com/AttractionProductReview-g308272-d11995359-Walking_Through_the_Hidden_Door_of_Shanghai_Old_Town-Shanghai.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g308272-d11995359-Walking_Through_the_Hidden_Door_of_Shanghai_Old_Town-Shanghai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c1/78/1f/caption.jpg?w=500&h=400&s=1,Walking Through the Hidden Door of Shanghai Old Town,23.,https://www.tripadvisor.com/Attraction_Review-g308272-d9874056-Reviews-Shanghai_Melody-Shanghai.html,City Tours,180–210 minutes,This private 3-hour walking tour is designed for city walkers who are fond of off-the-beaten track routes. Your professional…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$99.00,per adult,More info,
23,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Han Tang Tour Shanghai,https://www.tripadvisor.com/AttractionProductReview-g308272-d11446462-Suzhou_and_Zhouzhuang_Water_Village_Day_Trip_from_Shanghai-Shanghai.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g308272-d11446462-Suzhou_and_Zhouzhuang_Water_Village_Day_Trip_from_Shanghai-Shanghai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/60/e1/01/caption.jpg?w=500&h=400&s=1,Suzhou and Zhouzhuang Water Village Day Trip from Shanghai,24.,https://www.tripadvisor.com/Attraction_Review-g308272-d2190711-Reviews-Han_Tang_Tour_Shanghai-Shanghai.html,Bus Tours,6+ hours,"Visit two picturesque Chinese towns, Suzhou and Zhouzhuang on a day trip from Shanghai. You'll see how daily life has remained…",Free cancellation,,,from,$135.00,per adult,More info,Taking safety measures
49,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Shanghai Melody,https://www.tripadvisor.com/AttractionProductReview-g308272-d13828485-4_Hour_Private_Customized_Shanghai_City_Tour-Shanghai.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g308272-d13828485-4_Hour_Private_Customized_Shanghai_City_Tour-Shanghai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/86/81/f5/caption.jpg?w=500&h=400&s=1,4-Hour Private Customized Shanghai City Tour,25.,https://www.tripadvisor.com/Attraction_Review-g308272-d9874056-Reviews-Shanghai_Melody-Shanghai.html,Bus Tours,4 hours,The itinerary of this half day private Shanghai city tour is 100% customized based on your interests. Whether you want to…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$79.50,per adult,More info,
29,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Jenny's Shanghai Tours,https://www.tripadvisor.com/AttractionProductReview-g308272-d12867580-Private_Half_Day_Tour_Zhujiajiao_Ancient_Water_Town_with_Local_Delicacies-Shanghai.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g308272-d12867580-Private_Half_Day_Tour_Zhujiajiao_Ancient_Water_Town_with_Local_Delicacies-Shanghai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/a0/ee/ba/caption.jpg?w=500&h=400&s=1,Private Half Day Tour: Zhujiajiao Ancient Water Town with Local Delicacies,26.,https://www.tripadvisor.com/Attraction_Review-g308272-d7812486-Reviews-Jenny_s_Shanghai_Tours-Shanghai.html,Bus Tours,4–5 hours,Enjoy this short trip just one hour outside of Shanghai to the serene charm of Zhujiajiao ancient water town. On this 4 …,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$149.00,per adult,More info,
161,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Lost Plate Shanghai Food Tour,https://www.tripadvisor.com/AttractionProductReview-g308272-d12901854-Shanghai_Local_Food_and_Beer_Tour-Shanghai.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g308272-d12901854-Shanghai_Local_Food_and_Beer_Tour-Shanghai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/bb/b6/caption.jpg?w=500&h=400&s=1,Shanghai Local Food and Beer Tour,27.,https://www.tripadvisor.com/Attraction_Review-g308272-d12880233-Reviews-Lost_Plate_Shanghai_Food_Tour-Shanghai.html,City Tours,3 hours,This is Shanghai’s most authentic culinary experience! Join our local insiders and get off the beaten path to discover neighborhoods…,Free cancellation,99% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$69.00,per adult,More info,
6,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Amazing Shanghai Trip,https://www.tripadvisor.com/AttractionProductReview-g308272-d13571508-Shanghai_Acrobatic_Show_Ticket_with_Private_Transfer-Shanghai.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g308272-d13571508-Shanghai_Acrobatic_Show_Ticket_with_Private_Transfer-Shanghai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5e/2c/4b/caption.jpg?w=500&h=400&s=1,Shanghai Acrobatic Show Ticket with Private Transfer,28.,https://www.tripadvisor.com/Attraction_Review-g308272-d10447058-Reviews-Amazing_Shanghai_Trip-Shanghai.html,Theaters,2 hours,Enjoy your Shanghai night with a 90-munite eye-popping performance of Chinese acrobatics by famous Shanghai Acrobatics School…,Free cancellation,,,from,$65.60,per adult,More info,Taking safety measures
