,Attraction Name,Attraction Type,City,Country
126,Shoppes at Four Seasons Place,Shopping Malls,Kuala Lumpur,Malaysia
127,Klang River,Bodies of Water • Points of Interest & Landmarks,Kuala Lumpur,Malaysia
128,Wat Meh Liew Buddhist Temple,Religious Sites,Kuala Lumpur,Malaysia
129,Kepong Metropolitan Lake-Garden,Bodies of Water • Parks,Kuala Lumpur,Malaysia
130,Bamboo Playhouse,Playgrounds,Kuala Lumpur,Malaysia
131,,1,Kuala Lumpur,Malaysia
132,Malaysian Houses of Parliament,Government Buildings,Kuala Lumpur,Malaysia
133,MO Outlet,Factory Outlets,Kuala Lumpur,Malaysia
134,Glasshouse at Seputeh,Convention Centers,Kuala Lumpur,Malaysia
135,Padang Merbok,Parks,Kuala Lumpur,Malaysia
136,Tunku Abdul Rahman Putra Memorial,History Museums,Kuala Lumpur,Malaysia
137,Stadium Merdeka,Arenas & Stadiums,Kuala Lumpur,Malaysia
138,Orchid & Hibiscus Gardens,Gardens,Kuala Lumpur,Malaysia
139,Makam Pahlawan,Points of Interest & Landmarks • Cemeteries,Kuala Lumpur,Malaysia
140,Church Of Our Lady Of Fatima,Religious Sites • Churches & Cathedrals,Kuala Lumpur,Malaysia
141,1 Shamelin Mall,Shopping Malls,Kuala Lumpur,Malaysia
142,Plaza Arkadia,Shopping Malls,Kuala Lumpur,Malaysia
143,‘Torana’ Gate,Monuments & Statues,Kuala Lumpur,Malaysia
144,Kampong Bharu,Neighborhoods,Kuala Lumpur,Malaysia
145,Stadium Badminton Kuala Lumpur,Sports Complexes,Kuala Lumpur,Malaysia
146,Old Market Square Clock Tower,Points of Interest & Landmarks • Architectural Buildings,Kuala Lumpur,Malaysia
147,APW Bangsar,Points of Interest & Landmarks • Scenic Walking Areas,Kuala Lumpur,Malaysia
148,Kampong Bharu Jamek Mosque,Religious Sites,Kuala Lumpur,Malaysia
149,Music Museum,Speciality Museums • Art Museums,Kuala Lumpur,Malaysia
150,Panggung Anniversari,Arenas & Stadiums,Kuala Lumpur,Malaysia
151,Muzium Orang Asli,History Museums,Kuala Lumpur,Malaysia
152,Ikon Connaught,Shopping Malls,Kuala Lumpur,Malaysia
153,Acupost,Sports Camps & Clinics,Kuala Lumpur,Malaysia
154,KL Marathon,Sporting Events,Kuala Lumpur,Malaysia
155,Rabbit Fun Land (Lenggeng),Farms,Kuala Lumpur,Malaysia
156,KL CityWalk,Shopping Malls,Kuala Lumpur,Malaysia
157,Saloma Link Bridge,Bridges,Kuala Lumpur,Malaysia
158,MABA Basketball Stadium,Arenas & Stadiums,Kuala Lumpur,Malaysia
159,Wei-Ling Gallery,Art Galleries,Kuala Lumpur,Malaysia
160,The Jade Museum,Speciality Museums,Kuala Lumpur,Malaysia
161,Sri Veera Hanuman Temple,Religious Sites,Kuala Lumpur,Malaysia
162,,1,Kuala Lumpur,Malaysia
163,,1,Kuala Lumpur,Malaysia
