WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,iPqaD href 3,dugSS src 2,WlYyy 5,iPqaD,iPqaD href 5,WlYyy 6,dkvhj,WlYyy 7
"4,120",https://www.tripadvisor.com/Attraction_Review-g187514-d244277-Reviews-Museo_Arqueologico_Nacional-Madrid.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/26/8b/44/entrada-museo-arqueologico.jpg?w=500&h=-1&s=1,Museo Arqueologico Nacional,10.,https://www.tripadvisor.com/Attraction_Review-g187514-d244277-Reviews-Museo_Arqueologico_Nacional-Madrid.html#REVIEWS,Art Museums • History Museums,Salamanca (District),https://www.tripadvisor.com/Profile/emilya779,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/28/9f/96/emily-a.jpg?w=100&h=-1&s=1,By,emilya779,https://www.tripadvisor.com/ShowUserReviews-g187514-d244277-r797124203-Museo_Arqueologico_Nacional-Madrid.html,It is free on Sundays and in the same building as the,National Library,", just the entrance is on Calle Serrano."
"1,861",https://www.tripadvisor.com/Attraction_Review-g187514-d592827-Reviews-Barrio_de_Salamanca-Madrid.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/44/77/e5/barrio-de-salamanca.jpg?w=500&h=-1&s=1,Barrio de Salamanca,11.,https://www.tripadvisor.com/Attraction_Review-g187514-d592827-Reviews-Barrio_de_Salamanca-Madrid.html#REVIEWS,Neighborhoods • Historic Walking Areas,Salamanca (District),https://www.tripadvisor.com/Profile/MMAAMM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,By,MMAAMM,https://www.tripadvisor.com/ShowUserReviews-g187514-d592827-r578505830-Barrio_de_Salamanca-Madrid.html,Beautiful,Upscale Neighborhood,near Retiro Park
"1,424",https://www.tripadvisor.com/Attraction_Review-g187514-d589307-Reviews-La_Latina-Madrid.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/ff/b0/3f/la-latina.jpg?w=500&h=-1&s=1,La Latina,12.,https://www.tripadvisor.com/Attraction_Review-g187514-d589307-Reviews-La_Latina-Madrid.html#REVIEWS,Neighborhoods,Centro,,,,,,,,
"5,556",https://www.tripadvisor.com/Attraction_Review-g187514-d243181-Reviews-Plaza_de_Cibeles-Madrid.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/ac/2a/af/beautiful-evening-in.jpg?w=500&h=400&s=1,Plaza de Cibeles,13.,https://www.tripadvisor.com/Attraction_Review-g187514-d243181-Reviews-Plaza_de_Cibeles-Madrid.html#REVIEWS,Monuments & Statues,Salamanca (District),https://www.tripadvisor.com/Profile/Vladimiramirela,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/40/cb/ee/vladimiramirela.jpg?w=100&h=-1&s=1,By,Vladimiramirela,https://www.tripadvisor.com/ShowUserReviews-g187514-d243181-r740281759-Plaza_de_Cibeles-Madrid.html,This square displays in its center a beautiful neo-classical,fountain,including a group of marble sculptures represen...
"15,137",https://www.tripadvisor.com/Attraction_Review-g187514-d1520183-Reviews-Mercado_San_Miguel-Madrid.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/ba/6a/b2/souvenirs-de-mes-voyages.jpg?w=500&h=400&s=1,Mercado San Miguel,14.,https://www.tripadvisor.com/Attraction_Review-g187514-d1520183-Reviews-Mercado_San_Miguel-Madrid.html#REVIEWS,Flea & Street Markets,Centro,https://www.tripadvisor.com/Profile/Tommo261,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,By,Tommo261,https://www.tripadvisor.com/ShowUserReviews-g187514-d1520183-r660348670-Mercado_San_Miguel-Madrid.html,Huge variety of,tapas,"to choose from and all delicious , white sangria is gorgeous too !!!You have to be patient thou..."
"2,217",https://www.tripadvisor.com/Attraction_Review-g187514-d2239279-Reviews-Parque_Madrid_Rio-Madrid.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/45/95/40/madrid-rio-vista-desde.jpg?w=500&h=-1&s=1,Parque Madrid Río,15.,https://www.tripadvisor.com/Attraction_Review-g187514-d2239279-Reviews-Parque_Madrid_Rio-Madrid.html#REVIEWS,Parks,Madrid Río Park,https://www.tripadvisor.com/Profile/CarlosERG,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/01/f7/33/a8/carloserg.jpg?w=100&h=-1&s=1,By,CarlosERG,https://www.tripadvisor.com/ShowUserReviews-g187514-d2239279-r672649663-Parque_Madrid_Rio-Madrid.html,... time to stroll down to the Manzanares riverfront and enjoy a leisurely walk along the fairly new,Madrid Rio,park.
"3,618",https://www.tripadvisor.com/Attraction_Review-g187514-d1056414-Reviews-Palacio_De_Cristal-Madrid.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/31/44/17/palacio-de-cristal.jpg?w=500&h=-1&s=1,Palacio De Cristal,16.,https://www.tripadvisor.com/Attraction_Review-g187514-d1056414-Reviews-Palacio_De_Cristal-Madrid.html#REVIEWS,Architectural Buildings,Retiro,https://www.tripadvisor.com/Profile/duomo2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/39/74/e8/duomo2.jpg?w=100&h=-1&s=1,By,duomo2,https://www.tripadvisor.com/ShowUserReviews-g187514-d1056414-r735677353-Palacio_De_Cristal-Madrid.html,Lovely Crystal Palace in the middle of,Retiro park,", quite a surprise to come across it, with a fountain and small lak..."
"1,639",https://www.tripadvisor.com/Attraction_Review-g187514-d2352610-Reviews-Parque_de_El_Capricho-Madrid.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/7d/91/64/esto-es-lo-primero-que.jpg?w=500&h=400&s=1,Parque de El Capricho,17.,https://www.tripadvisor.com/Attraction_Review-g187514-d2352610-Reviews-Parque_de_El_Capricho-Madrid.html#REVIEWS,Parks • Gardens,Barajas (District),https://www.tripadvisor.com/Profile/erauseo1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,By,erauseo1,https://www.tripadvisor.com/ShowUserReviews-g187514-d2352610-r782792641-Parque_de_El_Capricho-Madrid.html,"Perhaps, the most",beautiful park,in Madrid
676,https://www.tripadvisor.com/Attraction_Review-g187514-d246519-Reviews-Malasana-Madrid.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/04/f3/6f/malasana.jpg?w=500&h=400&s=1,Malasana,18.,https://www.tripadvisor.com/Attraction_Review-g187514-d246519-Reviews-Malasana-Madrid.html#REVIEWS,Neighborhoods,Universidad,https://www.tripadvisor.com/Profile/Ogi0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/1b/79/e2/ogi0.jpg?w=100&h=-1&s=1,By,Ogi0,https://www.tripadvisor.com/ShowUserReviews-g187514-d246519-r788672947-Malasana-Madrid.html,"Extremely picturesque neighborhood above Grand Via, with",narrow streets,"filled with restaurants, cafes and small shops."
"10,811",https://www.tripadvisor.com/Attraction_Review-g187514-d190140-Reviews-Puerta_del_Sol-Madrid.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/88/fb/24/puerta-del-sol.jpg?w=500&h=-1&s=1,Puerta del Sol,19.,https://www.tripadvisor.com/Attraction_Review-g187514-d190140-Reviews-Puerta_del_Sol-Madrid.html#REVIEWS,Points of Interest & Landmarks,Sol,https://www.tripadvisor.com/Profile/GreenThumb331,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/01/b2/92/f6/greenthumb331.jpg?w=100&h=-1&s=1,By,GreenThumb331,https://www.tripadvisor.com/ShowUserReviews-g187514-d190140-r717247046-Puerta_del_Sol-Madrid.html,"In the same place, the Puerta del Sol also houses the statue of the Bear and the",Strawberry tree,", much loved by the p..."
"2,147",https://www.tripadvisor.com/Attraction_Review-g187514-d261853-Reviews-Museo_Cerralbo-Madrid.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/73/d0/61/cerralbo-palace-museum.jpg?w=500&h=-1&s=1,Museo Cerralbo,20.,https://www.tripadvisor.com/Attraction_Review-g187514-d261853-Reviews-Museo_Cerralbo-Madrid.html#REVIEWS,Historic Sites • Architectural Buildings,Arguelles,https://www.tripadvisor.com/Profile/johnmodesto,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/66/0b/fa/john-m.jpg?w=100&h=-1&s=1,By,johnmodesto,https://www.tripadvisor.com/ShowUserReviews-g187514-d261853-r810317087-Museo_Cerralbo-Madrid.html,This is the former home of a,wealthy family,", it isn't Versailles but is still impressive for the quality and quantity..."
"4,997",https://www.tripadvisor.com/Attraction_Review-g187514-d3172168-Reviews-Palacio_de_Cibeles-Madrid.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/33/1d/65/view-from-the-mirador.jpg?w=500&h=400&s=1,Palacio de Cibeles,21.,https://www.tripadvisor.com/Attraction_Review-g187514-d3172168-Reviews-Palacio_de_Cibeles-Madrid.html#REVIEWS,Architectural Buildings,Paseo del Prado,https://www.tripadvisor.com/Profile/BernieH001,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/83/7d/28/bernieh001.jpg?w=100&h=-1&s=1,By,BernieH001,https://www.tripadvisor.com/ShowUserReviews-g187514-d3172168-r746532814-Palacio_de_Cibeles-Madrid.html,This,beautiful building,is very impressive from the outside and the main reception area has wonderful views of the do...
"2,579",https://www.tripadvisor.com/Attraction_Review-g187514-d190147-Reviews-Plaza_de_Toros_de_Las_Ventas-Madrid.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/34/50/f2/bullfights-insta-thejcsupersta.jpg?w=500&h=-1&s=1,Plaza de Toros de Las Ventas,22.,https://www.tripadvisor.com/Attraction_Review-g187514-d190147-Reviews-Plaza_de_Toros_de_Las_Ventas-Madrid.html#REVIEWS,Historic Sites • Points of Interest & Landmarks,Salamanca (District),https://www.tripadvisor.com/Profile/Welshsaxon,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/24/93/d1/welshsaxon.jpg?w=100&h=-1&s=1,By,Welshsaxon,https://www.tripadvisor.com/ShowUserReviews-g187514-d190147-r599743375-Plaza_de_Toros_de_Las_Ventas-Madrid.html,"Self guided, the tour gave you a great in sight into the history of",bull fighting,.
551,https://www.tripadvisor.com/Attraction_Review-g187514-d8090760-Reviews-Barrio_de_Las_Letras-Madrid.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/01/b3/60/img-20190107-wa0010-largejpg.jpg?w=500&h=-1&s=1,Barrio de Las Letras,23.,https://www.tripadvisor.com/Attraction_Review-g187514-d8090760-Reviews-Barrio_de_Las_Letras-Madrid.html#REVIEWS,Neighborhoods,Huertas,https://www.tripadvisor.com/Profile/750dimitrisl,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/14/2b/bb/dimitris-l.jpg?w=100&h=-1&s=1,By,750dimitrisl,https://www.tripadvisor.com/ShowUserReviews-g187514-d8090760-r682623596-Barrio_de_Las_Letras-Madrid.html,"there are some lovely public squares as well where you can enjoy a good time, like Plaza de Santa",Ana,.
"1,789",https://www.tripadvisor.com/Attraction_Review-g187514-d244297-Reviews-Real_Basilica_de_San_Francisco_el_Grande-Madrid.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/f2/c8/f1/madrid-real-basilica.jpg?w=500&h=400&s=1,Real Basilica de San Francisco el Grande,24.,https://www.tripadvisor.com/Attraction_Review-g187514-d244297-Reviews-Real_Basilica_de_San_Francisco_el_Grande-Madrid.html#REVIEWS,Religious Sites • Churches & Cathedrals,Centro,https://www.tripadvisor.com/Profile/heatherhU3321OE,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/00/61/08/heather-h.jpg?w=100&h=-1&s=1,By,heatherhU3321OE,https://www.tripadvisor.com/ShowUserReviews-g187514-d244297-r671398334-Real_Basilica_de_San_Francisco_el_Grande-Madrid.html,Just a few euros and a,guided tour,in enthusiastic Spanish.
"3,713",https://www.tripadvisor.com/Attraction_Review-g187514-d501698-Reviews-Catedral_de_Sta_Maria_la_Real_de_la_Almudena-Madrid.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ed/31/b6/cattedral-nostra-signora.jpg?w=500&h=-1&s=1,Catedral de Sta Maria la Real de la Almudena,25.,https://www.tripadvisor.com/Attraction_Review-g187514-d501698-Reviews-Catedral_de_Sta_Maria_la_Real_de_la_Almudena-Madrid.html#REVIEWS,Churches & Cathedrals,Centro,https://www.tripadvisor.com/Profile/598marisap,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,By,598marisap,https://www.tripadvisor.com/ShowUserReviews-g187514-d501698-r776298892-Catedral_de_Sta_Maria_la_Real_de_la_Almudena-Madrid.html,This is a,beautiful cathedral,inaugurated by John Paul II in 1993.
"13,447",https://www.tripadvisor.com/Attraction_Review-g187514-d244303-Reviews-Templo_de_Debod-Madrid.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/2a/69/02/img-20170113-201236-048.jpg?w=500&h=400&s=1,Templo de Debod,26.,https://www.tripadvisor.com/Attraction_Review-g187514-d244303-Reviews-Templo_de_Debod-Madrid.html#REVIEWS,Ancient Ruins • Architectural Buildings,Casa de Campo,https://www.tripadvisor.com/Profile/JWaters68,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/33/bc/f4/jwaters68.jpg?w=100&h=-1&s=1,By,JWaters68,https://www.tripadvisor.com/ShowUserReviews-g187514-d244303-r708224033-Templo_de_Debod-Madrid.html,Fantastic ancient,Egyptian temple,to Egyptian goddess assembled in Madrid.
"2,004",https://www.tripadvisor.com/Attraction_Review-g187514-d1520028-Reviews-Caixa_Forum-Madrid.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/33/96/de/caixa-forum-esterno-e.jpg?w=500&h=-1&s=1,Caixa Forum,27.,https://www.tripadvisor.com/Attraction_Review-g187514-d1520028-Reviews-Caixa_Forum-Madrid.html#REVIEWS,Speciality Museums,Cortes,https://www.tripadvisor.com/Profile/AriHelsinki,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/cb/0b/75/arihelsinki.jpg?w=100&h=-1&s=1,By,AriHelsinki,https://www.tripadvisor.com/ShowUserReviews-g187514-d1520028-r805110105-Caixa_Forum-Madrid.html,This is one of the most interesting place with exhibitions and the building with its,vertical garden,itself.
587,https://www.tripadvisor.com/Attraction_Review-g187514-d12909720-Reviews-Wanda_Metropolitano-Madrid.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/a0/7d/c2/wanda-metropolitano.jpg?w=500&h=400&s=1,Wanda Metropolitano,28.,https://www.tripadvisor.com/Attraction_Review-g187514-d12909720-Reviews-Wanda_Metropolitano-Madrid.html#REVIEWS,Playgrounds,San Blas - Canillejas,https://www.tripadvisor.com/Profile/simpsonite64,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,By,simpsonite64,https://www.tripadvisor.com/ShowUserReviews-g187514-d12909720-r713439464-Wanda_Metropolitano-Madrid.html,"Stunning views all over, and the whole",match,day experience is really good with locals setting up stalls to sell food...
"4,351",https://www.tripadvisor.com/Attraction_Review-g187514-d246517-Reviews-Paseo_del_Prado-Madrid.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/dd/8a/5b/paseo.jpg?w=500&h=400&s=1,Paseo del Prado,29.,https://www.tripadvisor.com/Attraction_Review-g187514-d246517-Reviews-Paseo_del_Prado-Madrid.html#REVIEWS,Points of Interest & Landmarks,Paseo del Prado,https://www.tripadvisor.com/Profile/750dimitrisl,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/14/2b/bb/dimitris-l.jpg?w=100&h=-1&s=1,By,750dimitrisl,https://www.tripadvisor.com/ShowUserReviews-g187514-d246517-r682618383-Paseo_del_Prado-Madrid.html,Paseo del Prado is a,beautiful boulevard,in Madrid.
"1,846",https://www.tripadvisor.com/Attraction_Review-g187514-d244281-Reviews-Naval_Museum-Madrid.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/99/fa/5a/museo-naval.jpg?w=500&h=-1&s=1,Naval Museum,30.,https://www.tripadvisor.com/Attraction_Review-g187514-d244281-Reviews-Naval_Museum-Madrid.html#REVIEWS,Speciality Museums • History Museums,Paseo del Prado,https://www.tripadvisor.com/Profile/emilya779,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/28/9f/96/emily-a.jpg?w=100&h=-1&s=1,By,emilya779,https://www.tripadvisor.com/ShowUserReviews-g187514-d244281-r797128941-Naval_Museum-Madrid.html,If you are not a,Spanish Armada,"nerd, you will be the end of your visit."
1,,,,,,2,,,,,,,,,
"57,049",https://www.tripadvisor.com/Attraction_Review-g187514-d190143-Reviews-Prado_National_Museum-Madrid.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/64/f0/28/museo-nacional-del-prado.jpg?w=500&h=400&s=1,Prado National Museum,1.,https://www.tripadvisor.com/Attraction_Review-g187514-d190143-Reviews-Prado_National_Museum-Madrid.html#REVIEWS,Art Museums,Retiro,https://www.tripadvisor.com/Profile/hernandesf2015,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/d8/c6/80/hernandes-f.jpg?w=100&h=-1&s=1,By,hernandesf2015,https://www.tripadvisor.com/ShowUserReviews-g187514-d190143-r636320876-Prado_National_Museum-Madrid.html,"Best artist in the world (including best collections of Bosch, Goya,",El Greco,"and Velazquez), everything well organiz..."
2,,,,,,1,3,,,,,,,,
"2,772",https://www.tripadvisor.com/Attraction_Review-g187514-d190148-Reviews-Plaza_de_Santa_Ana-Madrid.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/c8/8d/b1/img-20180917-183016-largejpg.jpg?w=500&h=-1&s=1,Plaza de Santa Ana,31.,https://www.tripadvisor.com/Attraction_Review-g187514-d190148-Reviews-Plaza_de_Santa_Ana-Madrid.html#REVIEWS,Points of Interest & Landmarks • Parks,Huertas,https://www.tripadvisor.com/Profile/pdbarkley29,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/7c/default-avatar-2020-29.jpg?w=100&h=-1&s=1,By,pdbarkley29,https://www.tripadvisor.com/ShowUserReviews-g187514-d190148-r659937002-Plaza_de_Santa_Ana-Madrid.html,"With many restaurants with outdoor seating, this is a great place to hang out, sip on Sangria, and have some",tapas,.
"1,132",https://www.tripadvisor.com/Attraction_Review-g187514-d244279-Reviews-Museo_Lazaro_Galdiano-Madrid.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/72/d8/56/exterior.jpg?w=500&h=-1&s=1,Museo Lazaro Galdiano,32.,https://www.tripadvisor.com/Attraction_Review-g187514-d244279-Reviews-Museo_Lazaro_Galdiano-Madrid.html#REVIEWS,Art Museums,Salamanca (District),https://www.tripadvisor.com/Profile/breezy1435,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/a3/a4/47/robert-b.jpg?w=100&h=-1&s=1,By,breezy1435,https://www.tripadvisor.com/ShowUserReviews-g187514-d244279-r739689279-Museo_Lazaro_Galdiano-Madrid.html,The museum itself is housed in the,mansion,"of editor, financier, and world traveler, Lazaro Galdiano."
