WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3
"1,030",https://www.tripadvisor.com/Attraction_Review-g304554-d321430-Reviews-Essel_World-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/2f/66/92/img-20160925-144354-largejpg.jpg?w=500&h=-1&s=1,Essel World,10.,https://www.tripadvisor.com/Attraction_Review-g304554-d321430-Reviews-Essel_World-Mumbai_Maharashtra.html#REVIEWS,Amusement & Theme Parks,Western Suburbs
518,https://www.tripadvisor.com/Attraction_Review-g304554-d2514821-Reviews-Dharavi-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/ac/93/a4/dharavi.jpg?w=500&h=400&s=1,Dharavi,11.,https://www.tripadvisor.com/Attraction_Review-g304554-d2514821-Reviews-Dharavi-Mumbai_Maharashtra.html#REVIEWS,Neighborhoods,South Mumbai
437,https://www.tripadvisor.com/Attraction_Review-g304554-d5792109-Reviews-Wankhede_Stadium-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/25/9a/d7/chennai-rajasthan-match.jpg?w=500&h=-1&s=1,Wankhede Stadium,12.,https://www.tripadvisor.com/Attraction_Review-g304554-d5792109-Reviews-Wankhede_Stadium-Mumbai_Maharashtra.html#REVIEWS,Arenas & Stadiums,South Mumbai
"2,496",https://www.tripadvisor.com/Attraction_Review-g304554-d311661-Reviews-Colaba-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/38/3d/94/colaba.jpg?w=500&h=400&s=1,Colaba,13.,https://www.tripadvisor.com/Attraction_Review-g304554-d311661-Reviews-Colaba-Mumbai_Maharashtra.html#REVIEWS,Neighborhoods,Colaba
"4,507",https://www.tripadvisor.com/Attraction_Review-g304554-d321412-Reviews-Chhatrapati_Shivaji_Terminus-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/1e/1e/5d/caption.jpg?w=500&h=400&s=1,Chhatrapati Shivaji Terminus,14.,https://www.tripadvisor.com/Attraction_Review-g304554-d321412-Reviews-Chhatrapati_Shivaji_Terminus-Mumbai_Maharashtra.html#REVIEWS,Historic Sites • Architectural Buildings,South Mumbai
"1,110",https://www.tripadvisor.com/Attraction_Review-g304554-d477922-Reviews-Dhobi_Ghat-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/61/1b/53/lavatoio.jpg?w=500&h=-1&s=1,Dhobi Ghat,15.,https://www.tripadvisor.com/Attraction_Review-g304554-d477922-Reviews-Dhobi_Ghat-Mumbai_Maharashtra.html#REVIEWS,Points of Interest & Landmarks,South Mumbai
928,https://www.tripadvisor.com/Attraction_Review-g304554-d4817230-Reviews-KidZania_Mumbai-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/03/30/25/kidzania-mumbai.jpg?w=500&h=-1&s=1,KidZania Mumbai,16.,https://www.tripadvisor.com/Attraction_Review-g304554-d4817230-Reviews-KidZania_Mumbai-Mumbai_Maharashtra.html#REVIEWS,Amusement & Theme Parks,Western Suburbs
895,https://www.tripadvisor.com/Attraction_Review-g304554-d324626-Reviews-Water_Kingdom-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/44/79/c2/water-kingdom.jpg?w=500&h=-1&s=1,Water Kingdom,17.,https://www.tripadvisor.com/Attraction_Review-g304554-d324626-Reviews-Water_Kingdom-Mumbai_Maharashtra.html#REVIEWS,Water Parks,Gorai
877,https://www.tripadvisor.com/Attraction_Review-g304554-d4028759-Reviews-Worli_Sea_Face-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/fe/f9/80/worli-sea-face-at-early.jpg?w=500&h=-1&s=1,Worli Sea Face,18.,https://www.tripadvisor.com/Attraction_Review-g304554-d4028759-Reviews-Worli_Sea_Face-Mumbai_Maharashtra.html#REVIEWS,Points of Interest & Landmarks,South Mumbai
361,https://www.tripadvisor.com/Attraction_Review-g304554-d6041421-Reviews-Viviana_Mall-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/77/66/22/viviana-mall-image-taken.jpg?w=500&h=400&s=1,Viviana Mall,19.,https://www.tripadvisor.com/Attraction_Review-g304554-d6041421-Reviews-Viviana_Mall-Mumbai_Maharashtra.html#REVIEWS,Shopping Malls,Open now
662,https://www.tripadvisor.com/Attraction_Review-g304554-d11945959-Reviews-Red_Carpet_Wax_Museum-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/9e/a0/89/we-do-the-moon-walk-michael.jpg?w=500&h=400&s=1,Red Carpet Wax Museum,20.,https://www.tripadvisor.com/Attraction_Review-g304554-d11945959-Reviews-Red_Carpet_Wax_Museum-Mumbai_Maharashtra.html#REVIEWS,Speciality Museums • Amusement & Theme Parks,Western Suburbs
818,https://www.tripadvisor.com/Attraction_Review-g304554-d321448-Reviews-Colaba_Causeway-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/3c/9a/33/colaba-causeway.jpg?w=500&h=400&s=1,Colaba Causeway,21.,https://www.tripadvisor.com/Attraction_Review-g304554-d321448-Reviews-Colaba_Causeway-Mumbai_Maharashtra.html#REVIEWS,Points of Interest & Landmarks,Colaba
419,https://www.tripadvisor.com/Attraction_Review-g304554-d6104813-Reviews-R_City_Mall-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/c5/7f/31/stating-of-mall.jpg?w=500&h=400&s=1,R City Mall,22.,https://www.tripadvisor.com/Attraction_Review-g304554-d6104813-Reviews-R_City_Mall-Mumbai_Maharashtra.html#REVIEWS,Shopping Malls,Western Suburbs
410,https://www.tripadvisor.com/Attraction_Review-g304554-d3410824-Reviews-Phoenix_Marketcity-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/2a/98/15/phoenix-marketcity-mumbai.jpg?w=500&h=400&s=1,Phoenix Marketcity,23.,https://www.tripadvisor.com/Attraction_Review-g304554-d3410824-Reviews-Phoenix_Marketcity-Mumbai_Maharashtra.html#REVIEWS,Shopping Malls,Kurla West
964,https://www.tripadvisor.com/Attraction_Review-g304554-d10071803-Reviews-Chhatrapati_Shivaji_Maharaj_Vastu_Sangrahalaya-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/0c/42/80/museum-visit.jpg?w=500&h=-1&s=1,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,24.,https://www.tripadvisor.com/Attraction_Review-g304554-d10071803-Reviews-Chhatrapati_Shivaji_Maharaj_Vastu_Sangrahalaya-Mumbai_Maharashtra.html#REVIEWS,History Museums,South Mumbai
"1,324",https://www.tripadvisor.com/Attraction_Review-g304554-d2457515-Reviews-Mahalakshmi_Temple-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/e9/4e/d9/entrance-to-mahalaxmi.jpg?w=500&h=400&s=1,Mahalakshmi Temple,25.,https://www.tripadvisor.com/Attraction_Review-g304554-d2457515-Reviews-Mahalakshmi_Temple-Mumbai_Maharashtra.html#REVIEWS,Religious Sites,South Mumbai
101,https://www.tripadvisor.com/Attraction_Review-g304554-d12568775-Reviews-Snow_Kingdom-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/a7/68/35/prepare-to-slide-at-8oc.jpg?w=500&h=400&s=1,Snow Kingdom,26.,https://www.tripadvisor.com/Attraction_Review-g304554-d12568775-Reviews-Snow_Kingdom-Mumbai_Maharashtra.html#REVIEWS,Amusement & Theme Parks,Western Suburbs
435,https://www.tripadvisor.com/Attraction_Review-g304554-d2439705-Reviews-High_Street_Phoenix-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/fc/81/aa/img-20160714-210049-largejpg.jpg?w=500&h=-1&s=1,High Street Phoenix,27.,https://www.tripadvisor.com/Attraction_Review-g304554-d2439705-Reviews-High_Street_Phoenix-Mumbai_Maharashtra.html#REVIEWS,Shopping Malls,South Mumbai
"1,449",https://www.tripadvisor.com/Attraction_Review-g304554-d2638424-Reviews-Mount_Mary_Basilica-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/9b/36/fe/mt-mary-basilica.jpg?w=500&h=-1&s=1,Mount Mary Basilica,28.,https://www.tripadvisor.com/Attraction_Review-g304554-d2638424-Reviews-Mount_Mary_Basilica-Mumbai_Maharashtra.html#REVIEWS,Architectural Buildings • Religious Sites,Bandra West
536,https://www.tripadvisor.com/Attraction_Review-g304554-d2415677-Reviews-Babulnath_Temple-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/99/65/95/tempio.jpg?w=500&h=-1&s=1,Babulnath Temple,29.,https://www.tripadvisor.com/Attraction_Review-g304554-d2415677-Reviews-Babulnath_Temple-Mumbai_Maharashtra.html#REVIEWS,Religious Sites,South Mumbai
"2,299",https://www.tripadvisor.com/Attraction_Review-g304554-d321424-Reviews-Juhu_Beach-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/ab/77/f9/img-20190525-192344-01.jpg?w=500&h=400&s=1,Juhu Beach,30.,https://www.tripadvisor.com/Attraction_Review-g304554-d321424-Reviews-Juhu_Beach-Mumbai_Maharashtra.html#REVIEWS,Beaches,Juhu
1,,,,,,2,
2,,,,,,1,3
291,https://www.tripadvisor.com/Attraction_Review-g304554-d4492794-Reviews-Oberoi_Mall-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/9d/5d/d6/om-7.jpg?w=500&h=-1&s=1,Oberoi Mall,31.,https://www.tripadvisor.com/Attraction_Review-g304554-d4492794-Reviews-Oberoi_Mall-Mumbai_Maharashtra.html#REVIEWS,Shopping Malls,Goregaon East
282,https://www.tripadvisor.com/Attraction_Review-g304554-d3437843-Reviews-Aksa_Beach-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/71/f9/35/wonderful-weekend-gateway.jpg?w=500&h=400&s=1,Aksa Beach,32.,https://www.tripadvisor.com/Attraction_Review-g304554-d3437843-Reviews-Aksa_Beach-Mumbai_Maharashtra.html#REVIEWS,Beaches,Western Suburbs
922,https://www.tripadvisor.com/Attraction_Review-g304554-d324632-Reviews-Sanjay_Gandhi_National_Park-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/ca/47/88/sanjay-gandhi-national.jpg?w=500&h=-1&s=1,Sanjay Gandhi National Park,33.,https://www.tripadvisor.com/Attraction_Review-g304554-d324632-Reviews-Sanjay_Gandhi_National_Park-Mumbai_Maharashtra.html#REVIEWS,National Parks,Eastern Suburbs
123,https://www.tripadvisor.com/Attraction_Review-g304554-d324637-Reviews-Priyadarshini_Park-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/e6/79/8f/priyadarshini-park.jpg?w=500&h=-1&s=1,Priyadarshini Park,34.,https://www.tripadvisor.com/Attraction_Review-g304554-d324637-Reviews-Priyadarshini_Park-Mumbai_Maharashtra.html#REVIEWS,Parks • Gardens,South Mumbai
335,https://www.tripadvisor.com/Attraction_Review-g304554-d321422-Reviews-Nehru_Planetarium-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/77/72/1f/nehru-planetarium.jpg?w=500&h=-1&s=1,Nehru Planetarium,35.,https://www.tripadvisor.com/Attraction_Review-g304554-d321422-Reviews-Nehru_Planetarium-Mumbai_Maharashtra.html#REVIEWS,Speciality Museums,South Mumbai
"2,549",https://www.tripadvisor.com/Attraction_Review-g304554-d3207759-Reviews-Sri_Sri_Radha_Gopinath_Temple-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/1d/44/f3/sri-sri-radha-gopinath.jpg?w=500&h=400&s=1,Sri Sri Radha Gopinath Temple,36.,https://www.tripadvisor.com/Attraction_Review-g304554-d3207759-Reviews-Sri_Sri_Radha_Gopinath_Temple-Mumbai_Maharashtra.html#REVIEWS,Religious Sites,South Mumbai
129,https://www.tripadvisor.com/Attraction_Review-g304554-d5792107-Reviews-Growel_s_101_Mall-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e9/ad/47/growel-s-101-mall.jpg?w=500&h=-1&s=1,Growel's 101 Mall,37.,https://www.tripadvisor.com/Attraction_Review-g304554-d5792107-Reviews-Growel_s_101_Mall-Mumbai_Maharashtra.html#REVIEWS,Shopping Malls,Kandivali
89,https://www.tripadvisor.com/Attraction_Review-g304554-d628517-Reviews-Deccan_Odyssey-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/cc/a2/b2/deccan-odyssey-traditional.jpg?w=500&h=-1&s=1,Deccan Odyssey,38.,https://www.tripadvisor.com/Attraction_Review-g304554-d628517-Reviews-Deccan_Odyssey-Mumbai_Maharashtra.html#REVIEWS,Scenic Railroads,Wellington Pier
437,https://www.tripadvisor.com/Attraction_Review-g304554-d321007-Reviews-Jain_Temple_Mumbai-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/75/1a/10/jain-temple.jpg?w=500&h=400&s=1,Jain Temple - Mumbai,39.,https://www.tripadvisor.com/Attraction_Review-g304554-d321007-Reviews-Jain_Temple_Mumbai-Mumbai_Maharashtra.html#REVIEWS,Religious Sites,South Mumbai
428,https://www.tripadvisor.com/Attraction_Review-g304554-d324644-Reviews-Malabar_Hill-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/cc/85/66/view-to-beach.jpg?w=500&h=400&s=1,Malabar Hill,40.,https://www.tripadvisor.com/Attraction_Review-g304554-d324644-Reviews-Malabar_Hill-Mumbai_Maharashtra.html#REVIEWS,Neighborhoods,South Mumbai
382,https://www.tripadvisor.com/Attraction_Review-g304554-d3138017-Reviews-Prithvi_Theatre-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/c9/90/82/very-young-and-calm.jpg?w=500&h=400&s=1,Prithvi Theatre,41.,https://www.tripadvisor.com/Attraction_Review-g304554-d3138017-Reviews-Prithvi_Theatre-Mumbai_Maharashtra.html#REVIEWS,Theaters,Juhu
74,https://www.tripadvisor.com/Attraction_Review-g304554-d12452884-Reviews-Palladium_Mall-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/6d/0f/7b/palladium-mall.jpg?w=500&h=-1&s=1,Palladium Mall,42.,https://www.tripadvisor.com/Attraction_Review-g304554-d12452884-Reviews-Palladium_Mall-Mumbai_Maharashtra.html#REVIEWS,Shopping Malls,South Mumbai
381,https://www.tripadvisor.com/Attraction_Review-g304554-d811527-Reviews-Shivaji_Park-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/65/d7/f4/shivaji.jpg?w=500&h=400&s=1,Shivaji Park,43.,https://www.tripadvisor.com/Attraction_Review-g304554-d811527-Reviews-Shivaji_Park-Mumbai_Maharashtra.html#REVIEWS,Parks,South Mumbai
76,https://www.tripadvisor.com/Attraction_Review-g304554-d324647-Reviews-Mahalakshmi_Race_Course-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/21/b8/ba/mahalakshmi-race-course.jpg?w=500&h=400&s=1,Mahalakshmi Race Course,44.,https://www.tripadvisor.com/Attraction_Review-g304554-d324647-Reviews-Mahalakshmi_Race_Course-Mumbai_Maharashtra.html#REVIEWS,Horse Tracks,South Mumbai
421,https://www.tripadvisor.com/Attraction_Review-g304554-d3374876-Reviews-Crawford_Market-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/b8/2a/0b/tower.jpg?w=500&h=400&s=1,Crawford Market,45.,https://www.tripadvisor.com/Attraction_Review-g304554-d3374876-Reviews-Crawford_Market-Mumbai_Maharashtra.html#REVIEWS,Flea & Street Markets,South Mumbai
311,https://www.tripadvisor.com/Attraction_Review-g304554-d324629-Reviews-Jehangir_Art_Gallery-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/f2/64/5a/jehangir-art-gallery.jpg?w=500&h=400&s=1,Jehangir Art Gallery,46.,https://www.tripadvisor.com/Attraction_Review-g304554-d324629-Reviews-Jehangir_Art_Gallery-Mumbai_Maharashtra.html#REVIEWS,Art Galleries,South Mumbai
374,https://www.tripadvisor.com/Attraction_Review-g304554-d324656-Reviews-Bombay_High_Court-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/0d/76/de/img-20190404-153428-largejpg.jpg?w=500&h=-1&s=1,Bombay High Court,47.,https://www.tripadvisor.com/Attraction_Review-g304554-d324656-Reviews-Bombay_High_Court-Mumbai_Maharashtra.html#REVIEWS,Architectural Buildings,South Mumbai
91,https://www.tripadvisor.com/Attraction_Review-g304554-d7938681-Reviews-Lokhandwala_Market-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/a2/6d/f9/lokhandwala-market.jpg?w=500&h=-1&s=1,Lokhandwala Market,48.,https://www.tripadvisor.com/Attraction_Review-g304554-d7938681-Reviews-Lokhandwala_Market-Mumbai_Maharashtra.html#REVIEWS,Flea & Street Markets,Western Suburbs
143,https://www.tripadvisor.com/Attraction_Review-g304554-d1598576-Reviews-Nehru_Science_Center-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/8f/e5/1a/nehru-science-center.jpg?w=500&h=400&s=1,Nehru Science Center,49.,https://www.tripadvisor.com/Attraction_Review-g304554-d1598576-Reviews-Nehru_Science_Center-Mumbai_Maharashtra.html#REVIEWS,Science Museums,South Mumbai
265,https://www.tripadvisor.com/Attraction_Review-g304554-d3228307-Reviews-Infiniti_Mall-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/03/15/0f/img-20161230-190432-largejpg.jpg?w=500&h=-1&s=1,Infiniti Mall,50.,https://www.tripadvisor.com/Attraction_Review-g304554-d3228307-Reviews-Infiniti_Mall-Mumbai_Maharashtra.html#REVIEWS,Shopping Malls,Western Suburbs
76,https://www.tripadvisor.com/Attraction_Review-g304554-d8615630-Reviews-Ferry_to_Alibaug-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/55/af/9a/ferry-to-alibaug.jpg?w=500&h=-1&s=1,Ferry to Alibaug,51.,https://www.tripadvisor.com/Attraction_Review-g304554-d8615630-Reviews-Ferry_to_Alibaug-Mumbai_Maharashtra.html#REVIEWS,Ferries,Wellington Pier
95,https://www.tripadvisor.com/Attraction_Review-g304554-d2651128-Reviews-Manori_Beach-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/c9/e3/3c/manori-gorai-beach.jpg?w=500&h=400&s=1,Manori Beach,52.,https://www.tripadvisor.com/Attraction_Review-g304554-d2651128-Reviews-Manori_Beach-Mumbai_Maharashtra.html#REVIEWS,Beaches,Manori
58,https://www.tripadvisor.com/Attraction_Review-g304554-d8720438-Reviews-Sassoon_Dock-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e0/c3/9e/boats-in-the-docks-loading.jpg?w=500&h=-1&s=1,Sassoon Dock,53.,https://www.tripadvisor.com/Attraction_Review-g304554-d8720438-Reviews-Sassoon_Dock-Mumbai_Maharashtra.html#REVIEWS,Points of Interest & Landmarks • Piers & Boardwalks,Colaba
47,https://www.tripadvisor.com/Attraction_Review-g304554-d8662906-Reviews-Lal_Baug_Cha_Raja-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/9e/00/64/caption.jpg?w=500&h=-1&s=1,Lal Baug Cha Raja,54.,https://www.tripadvisor.com/Attraction_Review-g304554-d8662906-Reviews-Lal_Baug_Cha_Raja-Mumbai_Maharashtra.html#REVIEWS,Religious Sites,South Mumbai
81,https://www.tripadvisor.com/Attraction_Review-g304554-d12033363-Reviews-Inorbit_Mall-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/80/c9/49/inorbit-mall-malad-west.jpg?w=500&h=-1&s=1,Inorbit Mall,55.,https://www.tripadvisor.com/Attraction_Review-g304554-d12033363-Reviews-Inorbit_Mall-Mumbai_Maharashtra.html#REVIEWS,Shopping Malls,Western Suburbs
162,https://www.tripadvisor.com/Attraction_Review-g304554-d324635-Reviews-Kamala_Nehru_Park-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/bc/d6/65/clean-and-green.jpg?w=500&h=400&s=1,Kamala Nehru Park,56.,https://www.tripadvisor.com/Attraction_Review-g304554-d324635-Reviews-Kamala_Nehru_Park-Mumbai_Maharashtra.html#REVIEWS,Parks,South Mumbai
231,https://www.tripadvisor.com/Attraction_Review-g304554-d324640-Reviews-Mumba_Devi_Temple-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/d2/87/e3/temple-tower.jpg?w=500&h=400&s=1,Mumba Devi Temple,57.,https://www.tripadvisor.com/Attraction_Review-g304554-d324640-Reviews-Mumba_Devi_Temple-Mumbai_Maharashtra.html#REVIEWS,Religious Sites,South Mumbai
561,https://www.tripadvisor.com/Attraction_Review-g304554-d6438153-Reviews-Churchgate_Railway_Station-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/25/2d/b4/photo0jpg.jpg?w=500&h=-1&s=1,Churchgate Railway Station,58.,https://www.tripadvisor.com/Attraction_Review-g304554-d6438153-Reviews-Churchgate_Railway_Station-Mumbai_Maharashtra.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,South Mumbai
821,https://www.tripadvisor.com/Attraction_Review-g304554-d311628-Reviews-Chowpatty_Beach-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/82/a8/a8/chowpatty-beach.jpg?w=500&h=-1&s=1,Chowpatty Beach,59.,https://www.tripadvisor.com/Attraction_Review-g304554-d311628-Reviews-Chowpatty_Beach-Mumbai_Maharashtra.html#REVIEWS,Beaches,South Mumbai
98,https://www.tripadvisor.com/Attraction_Review-g304554-d321403-Reviews-Jogger_s_Park-Mumbai_Maharashtra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/84/ea/c3/inside-jogger-s-park.jpg?w=500&h=-1&s=1,Jogger's Park,60.,https://www.tripadvisor.com/Attraction_Review-g304554-d321403-Reviews-Jogger_s_Park-Mumbai_Maharashtra.html#REVIEWS,Parks,Bandra West
3,,,,,,1,2
