WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,WlYyy 4,iPqaD href 3,dugSS src 2,WlYyy 6,iPqaD,iPqaD href 5,WlYyy 7,dkvhj,WlYyy 8
"5,974",https://www.tripadvisor.com/Attraction_Review-g294265-d8634325-Reviews-Supertree_Grove-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/53/bd/1a/ocbc-skyway.jpg?w=500&h=400&s=1,Supertree Grove,10.,https://www.tripadvisor.com/Attraction_Review-g294265-d8634325-Reviews-Supertree_Grove-Singapore.html#REVIEWS,Points of Interest & Landmarks • Observatories & Planetariums,Central Area/City Area,,https://www.tripadvisor.com/Profile/AndreaB6474,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/ca/73/3b/andrea-b.jpg?w=100&h=-1&s=1,By,AndreaB6474,https://www.tripadvisor.com/ShowUserReviews-g294265-d8634325-r576504879-Supertree_Grove-Singapore.html,"These trees are amazing, definitely watch the",light show,(is on every evening) and do the tree top walk.
"1,171",https://www.tripadvisor.com/Attraction_Review-g294265-d17237163-Reviews-Jewel_Changi_Airport-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/29/d4/40/night-view-of-the-hsbc.jpg?w=500&h=400&s=1,Jewel Changi Airport,11.,https://www.tripadvisor.com/Attraction_Review-g294265-d17237163-Reviews-Jewel_Changi_Airport-Singapore.html#REVIEWS,Shopping Malls,Changi,,https://www.tripadvisor.com/Profile/elaineblim,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,By,elaineblim,https://www.tripadvisor.com/ShowUserReviews-g294265-d17237163-r666847407-Jewel_Changi_Airport-Singapore.html,"A big ""wow"" to the Jewel Changi airport for its breath-taking views of the",indoor waterfall,and well designed shops a...
"4,175",https://www.tripadvisor.com/Attraction_Review-g294265-d315470-Reviews-Singapore_Cable_Car-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/a4/4d/d1/singapore-cable-car.jpg?w=500&h=400&s=1,Singapore Cable Car,12.,https://www.tripadvisor.com/Attraction_Review-g294265-d315470-Reviews-Singapore_Cable_Car-Singapore.html#REVIEWS,Trams • Lookouts,Mount Faber Park,Open now,https://www.tripadvisor.com/Profile/929BillB929,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/63/ab/4a/929billb929.jpg?w=100&h=-1&s=1,By,929BillB929,https://www.tripadvisor.com/ShowUserReviews-g294265-d315470-r567796705-Singapore_Cable_Car-Singapore.html,You'll have a fantastic elevated ride across to,Sentosa Island,and a couple cable car routes on the island.
"2,823",https://www.tripadvisor.com/Attraction_Review-g294265-d324550-Reviews-National_Museum_of_Singapore-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/45/9d/0f/national-museum-of-singapore.jpg?w=500&h=400&s=1,National Museum of Singapore,13.,https://www.tripadvisor.com/Attraction_Review-g294265-d324550-Reviews-National_Museum_of_Singapore-Singapore.html#REVIEWS,Speciality Museums,Museum,,https://www.tripadvisor.com/Profile/everkennn,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/cd/8d/e9/caption.jpg?w=100&h=-1&s=1,By,everkennn,https://www.tripadvisor.com/ShowUserReviews-g294265-d324550-r781079224-National_Museum_of_Singapore-Singapore.html,Helps us understand,lee kuan yew,and the earlier years in Singapore.
"6,485",https://www.tripadvisor.com/Attraction_Review-g294265-d4400784-Reviews-Flower_Dome-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/8d/b7/e9/photo1jpg.jpg?w=500&h=-1&s=1,Flower Dome,14.,https://www.tripadvisor.com/Attraction_Review-g294265-d4400784-Reviews-Flower_Dome-Singapore.html#REVIEWS,Points of Interest & Landmarks • Parks,Central Area/City Area,,https://www.tripadvisor.com/Profile/Kciff,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/b2/d1/bc/kciff.jpg?w=100&h=-1&s=1,By,Kciff,https://www.tripadvisor.com/ShowUserReviews-g294265-d4400784-r649506678-Flower_Dome-Singapore.html,"... laid out with real baobabs, cactus, orchids amazing and worth the entry ticket for this and the",cloud forest,.
"14,401",https://www.tripadvisor.com/Attraction_Review-g294265-d317415-Reviews-Chinatown-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/73/65/d0/photo9jpg.jpg?w=500&h=-1&s=1,Chinatown,15.,https://www.tripadvisor.com/Attraction_Review-g294265-d317415-Reviews-Chinatown-Singapore.html#REVIEWS,Neighborhoods,Outram,Open now,https://www.tripadvisor.com/Profile/susanw858,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/fe/default-avatar-2020-58.jpg?w=100&h=-1&s=1,By,susanw858,https://www.tripadvisor.com/ShowUserReviews-g294265-d317415-r562418614-Chinatown-Singapore.html,It was amid the,Chinese New Year,celebrations so this may have helped with the amount of wonderful lanterns and decor...
"1,842",https://www.tripadvisor.com/Attraction_Review-g294265-d386880-Reviews-MacRitchie_Nature_Trail-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/48/68/6f/caption.jpg?w=500&h=400&s=1,MacRitchie Nature Trail,16.,https://www.tripadvisor.com/Attraction_Review-g294265-d386880-Reviews-MacRitchie_Nature_Trail-Singapore.html#REVIEWS,Nature & Wildlife Areas,Central Water Catchment,,https://www.tripadvisor.com/Profile/DP_StL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,By,DP_StL,https://www.tripadvisor.com/ShowUserReviews-g294265-d386880-r695434796-MacRitchie_Nature_Trail-Singapore.html,The,treetop walk,"is the highlight and worth the 6 km round trip, but that trail can be crowded on the weekends."
"6,426",https://www.tripadvisor.com/Attraction_Review-g294265-d1438273-Reviews-Buddha_Tooth_Relic_Temple_and_Museum-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/ce/1f/25/photo2jpg.jpg?w=500&h=400&s=1,Buddha Tooth Relic Temple and Museum,17.,https://www.tripadvisor.com/Attraction_Review-g294265-d1438273-Reviews-Buddha_Tooth_Relic_Temple_and_Museum-Singapore.html#REVIEWS,Speciality Museums • Religious Sites,Outram,,https://www.tripadvisor.com/Profile/vikramrautahm,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/81/40/a7/vikramrautahm.jpg?w=100&h=-1&s=1,By,vikramrautahm,https://www.tripadvisor.com/ShowUserReviews-g294265-d1438273-r638591111-Buddha_Tooth_Relic_Temple_and_Museum-Singapore.html,"the entire Temple is very Beautiful in every sense of its Holiness, Beautifully preserved the",Buddhist,culture.
"13,003",https://www.tripadvisor.com/Attraction_Review-g294265-d1177497-Reviews-Marina_Bay-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/d7/53/1f/caption.jpg?w=500&h=400&s=1,Marina Bay,18.,https://www.tripadvisor.com/Attraction_Review-g294265-d1177497-Reviews-Marina_Bay-Singapore.html#REVIEWS,Marinas • Bodies of Water,Central,,https://www.tripadvisor.com/Profile/C9349AXjimm,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,By,C9349AXjimm,https://www.tripadvisor.com/ShowUserReviews-g294265-d1177497-r748607740-Marina_Bay-Singapore.html,Views all over the city are excellent and it's a perfect spot to watch the night-time,light show,at Gardens by the Bay.
"9,547",https://www.tripadvisor.com/Attraction_Review-g294265-d644919-Reviews-Merlion_Park-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/4d/a7/97/photo2jpg.jpg?w=500&h=400&s=1,Merlion Park,19.,https://www.tripadvisor.com/Attraction_Review-g294265-d644919-Reviews-Merlion_Park-Singapore.html#REVIEWS,Monuments & Statues,Marina Bay,,https://www.tripadvisor.com/Profile/SusanC4948,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,By,SusanC4948,https://www.tripadvisor.com/ShowUserReviews-g294265-d644919-r704873572-Merlion_Park-Singapore.html,"Overlooking Marina Bay, the central attraction of this park is a huge white mythical",half lion,half fish statue spout...
"13,500",https://www.tripadvisor.com/Attraction_Review-g294265-d317454-Reviews-Orchard_Road-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/dc/78/87/photo1jpg.jpg?w=500&h=400&s=1,Orchard Road,20.,https://www.tripadvisor.com/Attraction_Review-g294265-d317454-Reviews-Orchard_Road-Singapore.html#REVIEWS,Points of Interest & Landmarks,Somerset,,https://www.tripadvisor.com/Profile/iamkatysantos,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/4c/b8/a3/iamkatysantos.jpg?w=100&h=-1&s=1,By,iamkatysantos,https://www.tripadvisor.com/ShowUserReviews-g294265-d317454-r726028601-Orchard_Road-Singapore.html,... beautiful decors and contemporary design but it would also tempt you to visit its posh boutiques and,high-end,shops.
"3,388",https://www.tripadvisor.com/Attraction_Review-g294265-d324756-Reviews-Clarke_Quay-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/15/64/20/photo0jpg.jpg?w=500&h=-1&s=1,Clarke Quay,21.,https://www.tripadvisor.com/Attraction_Review-g294265-d324756-Reviews-Clarke_Quay-Singapore.html#REVIEWS,Shopping Malls,Central Area/City Area,,https://www.tripadvisor.com/Profile/SharonT282,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/4c/10/cb/sharon-t.jpg?w=100&h=-1&s=1,By,SharonT282,https://www.tripadvisor.com/ShowUserReviews-g294265-d324756-r622741459-Clarke_Quay-Singapore.html,The numerous eateries along this historic quay on the,Singapore River,make it an ideal spot for a leisurely al fresco...
"1,043",https://www.tripadvisor.com/Attraction_Review-g294265-d3512383-Reviews-Haji_Lane-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/73/c4/c8/haji-lane.jpg?w=500&h=-1&s=1,Haji Lane,22.,https://www.tripadvisor.com/Attraction_Review-g294265-d3512383-Reviews-Haji_Lane-Singapore.html#REVIEWS,Neighborhoods,Rochor,,https://www.tripadvisor.com/Profile/Timmi002,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8b/97/c0/timmi002.jpg?w=100&h=-1&s=1,By,Timmi002,https://www.tripadvisor.com/ShowUserReviews-g294265-d3512383-r598362679-Haji_Lane-Singapore.html,"... the Sultan Mosque with lots of shops, cafes and restaurants, colorful buildings, 2nd floor shutters, and",street art,.
"3,028",https://www.tripadvisor.com/Attraction_Review-g294265-d4089881-Reviews-River_Wonders-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1f/d8/e5/d0/be-amazed-by-the-world.jpg?w=500&h=400&s=1,River Wonders,23.,https://www.tripadvisor.com/Attraction_Review-g294265-d4089881-Reviews-River_Wonders-Singapore.html#REVIEWS,Zoos,Central Water Catchment,,https://www.tripadvisor.com/Profile/siyingtan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/6a/e4/ae/caption.jpg?w=100&h=-1&s=1,By,siyingtan,https://www.tripadvisor.com/ShowUserReviews-g294265-d4089881-r734718869-River_Wonders-Singapore.html,The additional $5,boat ride,located in River Safari itself was really amazing & fun!! Definitely worth visiting!
"2,520",https://www.tripadvisor.com/Attraction_Review-g294265-d9859121-Reviews-Battlebox-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/f7/96/03/battlebox-at-fort-canning.jpg?w=500&h=400&s=1,Battlebox,24.,https://www.tripadvisor.com/Attraction_Review-g294265-d9859121-Reviews-Battlebox-Singapore.html#REVIEWS,Military Museums • Historic Sites,Museum,,https://www.tripadvisor.com/Profile/Bradscott,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/7b/default-avatar-2020-6.jpg?w=100&h=-1&s=1,By,Bradscott,https://www.tripadvisor.com/ShowUserReviews-g294265-d9859121-r588970104-Battlebox-Singapore.html,Great attraction with a guided tour telling you the history of the,battle box,"and the war, learnt a lot too."
"3,268",https://www.tripadvisor.com/Attraction_Review-g294265-d13078277-Reviews-Maxwell_Food_Centre-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/ea/5f/a5/img-20181224-095434-01.jpg?w=500&h=400&s=1,Maxwell Food Centre,25.,https://www.tripadvisor.com/Attraction_Review-g294265-d13078277-Reviews-Maxwell_Food_Centre-Singapore.html#REVIEWS,Flea & Street Markets,Central Business District,Open now,https://www.tripadvisor.com/Profile/AyoeFauzi,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,By,AyoeFauzi,https://www.tripadvisor.com/ShowUserReviews-g294265-d13078277-r596880289-Maxwell_Food_Centre-Singapore.html,Apart from the,Tian Tian Chicken Rice,"(I prefer Tong Fong Fatt), go try the Maxwell Fuzhou Oyster Cake, Min Jiang Kue..."
572,https://www.tripadvisor.com/Attraction_Review-g294265-d10229455-Reviews-OCBC_Skyway-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/6d/a4/35/singapore-super-tree.jpg?w=500&h=400&s=1,OCBC Skyway,26.,https://www.tripadvisor.com/Attraction_Review-g294265-d10229455-Reviews-OCBC_Skyway-Singapore.html#REVIEWS,Scenic Walking Areas,Central Area/City Area,,https://www.tripadvisor.com/Profile/A6131ANstefanb,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,By,A6131ANstefanb,https://www.tripadvisor.com/ShowUserReviews-g294265-d10229455-r618850543-OCBC_Skyway-Singapore.html,A marvelous view of the,light show,conducted in the Gardens By the Bay. the OCBC Skyway puts you in the center of the...
"1,284",https://www.tripadvisor.com/Attraction_Review-g294265-d8077179-Reviews-National_Gallery_Singapore-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/0e/02/f2/the-national-gallery.jpg?w=500&h=400&s=1,National Gallery Singapore,27.,https://www.tripadvisor.com/Attraction_Review-g294265-d8077179-Reviews-National_Gallery_Singapore-Singapore.html#REVIEWS,Architectural Buildings • Art Museums,City Hall,,https://www.tripadvisor.com/Profile/155ednar,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,By,155ednar,https://www.tripadvisor.com/ShowUserReviews-g294265-d8077179-r723848471-National_Gallery_Singapore-Singapore.html,The collection is wide ranging and features South East,Asian art,", Staff are keen to share their knowledge and are ver..."
"2,197",https://www.tripadvisor.com/Attraction_Review-g294265-d310896-Reviews-Asian_Civilisations_Museum-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/0c/f3/5f/beautiful-building.jpg?w=500&h=-1&s=1,Asian Civilisations Museum,28.,https://www.tripadvisor.com/Attraction_Review-g294265-d310896-Reviews-Asian_Civilisations_Museum-Singapore.html#REVIEWS,History Museums,City Hall,,https://www.tripadvisor.com/Profile/JeffOP,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/96/78/0c/jeffop.jpg?w=100&h=-1&s=1,By,JeffOP,https://www.tripadvisor.com/ShowUserReviews-g294265-d310896-r578218498-Asian_Civilisations_Museum-Singapore.html,May 2018 see the,Tang dynasty,"display, a shipwreck found about 30 years ago is a must, the museum displays the multic..."
"1,172",https://www.tripadvisor.com/Attraction_Review-g294265-d1523862-Reviews-The_Southern_Ridges-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/2a/9e/27/photo2jpg.jpg?w=500&h=-1&s=1,The Southern Ridges,29.,https://www.tripadvisor.com/Attraction_Review-g294265-d1523862-Reviews-The_Southern_Ridges-Singapore.html#REVIEWS,Hiking Trails • Scenic Walking Areas,Kent Ridge,,https://www.tripadvisor.com/Profile/Kim025Singapore,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/09/5a/5c/kim025singapore.jpg?w=100&h=-1&s=1,By,Kim025Singapore,https://www.tripadvisor.com/ShowUserReviews-g294265-d1523862-r764738765-The_Southern_Ridges-Singapore.html,Southern Ridges comprise of,Kent Ridge Park,", Labrador Nature Reserve, Telok Blangah Hill Park and Mount Faber Park."
"1,219",https://www.tripadvisor.com/Attraction_Review-g294265-d317426-Reviews-East_Coast_Park-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/0f/b9/07/west-coast-park.jpg?w=500&h=400&s=1,East Coast Park,30.,https://www.tripadvisor.com/Attraction_Review-g294265-d317426-Reviews-East_Coast_Park-Singapore.html#REVIEWS,Beaches • Parks,Marine Parade,,https://www.tripadvisor.com/Profile/khalidashihab,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,By,khalidashihab,https://www.tripadvisor.com/ShowUserReviews-g294265-d317426-r826267508-East_Coast_Park-Singapore.html,Peaceful and,clean beach,with lots of activity to do from cycling to camping and more.
1,,,,,,2,,,,,,,,,,
2,,,,,,1,3,,,,,,,,,
"4,052",https://www.tripadvisor.com/Attraction_Review-g294265-d324541-Reviews-Little_India-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/39/fb/02/little-india.jpg?w=500&h=-1&s=1,Little India,61.,https://www.tripadvisor.com/Attraction_Review-g294265-d324541-Reviews-Little_India-Singapore.html#REVIEWS,Neighborhoods,Rochor,,https://www.tripadvisor.com/Profile/rajeshkannan11,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/96/32/ff/rajesh-k.jpg?w=100&h=-1&s=1,By,rajeshkannan11,https://www.tripadvisor.com/ShowUserReviews-g294265-d324541-r593796109-Little_India-Singapore.html,Dont miss if you are from india or like,indian food,", cloths, traditions.. you will get all there.. sundays are busy d..."
"12,151",https://www.tripadvisor.com/Attraction_Review-g294265-d324761-Reviews-Night_Safari-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/65/2b/14/photo0jpg.jpg?w=500&h=400&s=1,Night Safari,62.,https://www.tripadvisor.com/Attraction_Review-g294265-d324761-Reviews-Night_Safari-Singapore.html#REVIEWS,Nature & Wildlife Areas • Zoos,Central Water Catchment,,https://www.tripadvisor.com/Profile/Daydream602423,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,By,Daydream602423,https://www.tripadvisor.com/ShowUserReviews-g294265-d324761-r582823632-Night_Safari-Singapore.html,"... real habitats of wild animals, my family great time,",tram ride,"is wonderful n convenient, animal show is good too."
"1,064",https://www.tripadvisor.com/Attraction_Review-g294265-d317468-Reviews-Sultan_Mosque-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/d7/9b/12/caption.jpg?w=500&h=400&s=1,Sultan Mosque,63.,https://www.tripadvisor.com/Attraction_Review-g294265-d317468-Reviews-Sultan_Mosque-Singapore.html#REVIEWS,Points of Interest & Landmarks • Religious Sites,Rochor,,https://www.tripadvisor.com/Profile/CandaceT145,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,By,CandaceT145,https://www.tripadvisor.com/ShowUserReviews-g294265-d317468-r724216401-Sultan_Mosque-Singapore.html,As this is near Arab street/,kampong glam,so there are a lot of cafes/ shops nearby and easily accessible from mrt.
